Date,Consumption,Production,Battery Charging,Battery Discharging,"Battery Solplanet 10,24 kWh - SOC ","Smart Meter Hausanschluss  - currentPower 192.168.178.57","Smart Meter Hausanschluss  - activeDevice 192.168.178.57","Energy Measurement Smart Meter EASTRON 630 - currentPower ","Energy Measurement Smart Meter EASTRON 630 - activeDevice ","Heatpump Wärmepumpe - currentPower ","Heatpump Wärmepumpe - activeDevice ","Heatpump Wärmepumpe - currentWaterTemp ","Inverter Solplanet ASW06KH-T2 - currentPower ","Inverter Solplanet ASW06KH-T2 - activeDevice "
2025-06-03T00:00:00+02:00,2093,0,0,0,0,2095.33,1,0,0,1673,1,51.17,0,0
2025-06-03T00:15:00+02:00,2147,0,0,0,0,2147.67,1,0,0,1814,1,54.5,0,0
2025-06-03T00:30:00+02:00,1494,0,0,0,0,1490,1,0,0,1154.33,1,57.5,0,0
2025-06-03T00:45:00+02:00,475,0,0,0,0,474.67,1,0,0,22,1,58.5,0,0
2025-06-03T01:00:00+02:00,352,0,0,0,0,350,1,0,0,22,1,58.5,0,0
2025-06-03T01:15:00+02:00,341,0,0,0,0,340.67,1,0,0,22,1,57.5,0,0
2025-06-03T01:30:00+02:00,439,0,0,0,0,438,1,0,0,22,1,57.17,0,0
2025-06-03T01:45:00+02:00,385,0,0,0,0,384.67,1,0,0,22,1,56.5,0,0
2025-06-03T02:00:00+02:00,384,0,0,0,0,386.33,1,0,0,22,1,55.83,0,0
2025-06-03T02:15:00+02:00,408,0,0,0,0,406,1,0,0,22,1,55.5,0,0
2025-06-03T02:30:00+02:00,337,0,0,0,0,337,1,0,0,22,1,54.83,0,0
2025-06-03T02:45:00+02:00,358,0,0,0,0,355.33,1,0,0,22,1,54.5,0,0
2025-06-03T03:00:00+02:00,495,0,0,0,0,492,1,0,0,22,1,54.17,0,0
2025-06-03T03:15:00+02:00,381,0,0,0,0,382.67,1,0,0,22,1,53.5,0,0
2025-06-03T03:30:00+02:00,338,0,0,0,0,338,1,0,0,22,1,53.5,0,0
2025-06-03T03:45:00+02:00,393,0,0,0,0,377,1,0,0,22,1,53.17,0,0
2025-06-03T04:00:00+02:00,414,0,0,0,0,398,1,0,0,23.67,1,52.5,0,0
2025-06-03T04:15:00+02:00,1238,0,0,0,0,1240,1,0,0,860,1,52.5,0,0
2025-06-03T04:30:00+02:00,921,0,0,0,0,917.67,1,0,0,569.67,1,52.17,0,0
2025-06-03T04:45:00+02:00,508,0,0,0,0,502.67,1,0,0,155.33,1,51.5,0,0
2025-06-03T05:00:00+02:00,341,0,0,0,0,340.67,1,0,0,23.33,1,51.5,0,0
2025-06-03T05:15:00+02:00,298,0,0,0,0,297.33,1,0,0,23.33,1,51.5,0,0
2025-06-03T05:30:00+02:00,297,0,0,0,0,309.67,1,0,0,23.33,1,51.5,0,0
2025-06-03T05:45:00+02:00,380,0,0,0,0,396.33,1,0,0,23.33,1,52.5,0,0
2025-06-03T06:00:00+02:00,426,0,0,0,0,425,1,0,0,23.33,1,52.5,0,0
2025-06-03T06:15:00+02:00,366,0,0,0,0,348.33,1,0,0,23.33,1,52.5,0,0
2025-06-03T06:30:00+02:00,963,0,0,0,0,954.33,1,0,0,23.33,1,52.5,0,0
2025-06-03T06:45:00+02:00,564,0,0,0,0,561.33,1,0,0,23.33,1,52.5,0,0
2025-06-03T07:00:00+02:00,196,0,0,0,0,196.33,1,0,0,23.33,1,52.5,0,0
2025-06-03T07:15:00+02:00,202,0,0,0,0,203.33,1,0,0,23.33,1,52.5,0,0
2025-06-03T07:30:00+02:00,300,0,0,0,0,300.67,1,0,0,23.33,1,51.5,0,0
2025-06-03T07:45:00+02:00,388,0,0,0,0,397.33,1,0,0,219.33,1,51.5,0,0
2025-06-03T08:00:00+02:00,2445,0,0,0,0,2489,1,0,0,1921.33,1,50.83,0,0
2025-06-03T08:15:00+02:00,3743,0,0,0,0,3766,1,0,0,2771.33,1,52.83,0,0
2025-06-03T08:30:00+02:00,2360,0,0,0,0,2336,1,0,0,1882,1,57.33,0,0
2025-06-03T08:45:00+02:00,816,0,0,0,0,816.67,1,0,0,23.33,1,59.7,0,0
2025-06-03T09:00:00+02:00,392,0,0,0,0,392.33,1,0,0,23.33,1,59.7,0,0
2025-06-03T09:15:00+02:00,630,0,0,0,0,623.33,1,0,0,23.33,1,59.7,0,0
2025-06-03T09:30:00+02:00,415,0,0,0,0,436.33,1,0,0,23.33,1,58.7,0,0
2025-06-03T09:45:00+02:00,452,0,0,0,0,419.33,1,0,0,23.33,1,58.7,0,0
2025-06-03T10:00:00+02:00,428,0,0,0,0,412,1,0,0,23.33,1,58.7,0,0
2025-06-03T10:15:00+02:00,214,0,0,0,0,211.67,1,0,0,23.33,1,57.7,0,0
2025-06-03T10:30:00+02:00,255,0,0,0,0,262,1,0,0,23,1,57.7,0,0
2025-06-03T10:45:00+02:00,341,0,0,0,0,352.67,1,0,0,23.33,1,57.7,0,0
2025-06-03T11:00:00+02:00,247,0,0,0,0,233.33,1,0,0,23.33,1,57.7,0,0
2025-06-03T11:15:00+02:00,222,0,0,0,0,216.33,1,0,0,23.33,1,56.7,0,0
2025-06-03T11:30:00+02:00,264,0,0,0,0,275.33,1,0,0,23,1,56.7,0,0
2025-06-03T11:45:00+02:00,262,0,0,0,0,252,1,0,0,23.33,1,56.37,0,0
2025-06-03T12:00:00+02:00,281,1,0,0,0,301.33,1,0,0,23.33,1,55.7,0,0
2025-06-03T12:15:00+02:00,301,0,0,0,0,300,1,0,0,23.33,1,55.7,0,0
2025-06-03T12:30:00+02:00,269,0,0,0,0,276.67,1,0,0,23,1,55.7,0,0
2025-06-03T12:45:00+02:00,361,0,0,0,0,349.33,1,0,0,23.33,1,54.7,0,0
2025-06-03T13:00:00+02:00,248,0,0,0,0,255.67,1,0,0,21.33,1,54.7,0,0
2025-06-03T13:15:00+02:00,263,6,0,0,0,273,1,0,0,17,1,54.7,0,0
2025-06-03T13:30:00+02:00,232,3,0,0,0,224,1,0,0,16.67,1,53.7,0,0
2025-06-03T13:45:00+02:00,268,0,0,0,0,269.33,1,0,0,17,1,53.7,0,0
2025-06-03T14:00:00+02:00,202,5,0,0,0,194,1,0,0,17,1,53.7,0,0
2025-06-03T14:15:00+02:00,151,8,0,0,0,156,1,0,0,17,1,53.7,0,0
2025-06-03T14:30:00+02:00,88,16,0,0,0,78.33,1,0,0,17,1,52.7,0,0
2025-06-03T14:45:00+02:00,79,21,0,0,0,57.33,1,0,0,17,1,52.7,0,0
2025-06-03T15:00:00+02:00,224,3,0,0,0,225,1,0,0,17,1,52.7,0,0
2025-06-03T15:15:00+02:00,328,16,0,0,0,314,1,0,0,17,1,52.37,0,0
2025-06-03T15:30:00+02:00,99,18,0,0,0,97.67,1,0,0,17,1,51.7,0,0
2025-06-03T15:45:00+02:00,126,9,0,0,0,110.33,1,0,0,17,1,51.7,0,0
2025-06-03T16:00:00+02:00,130,9,0,0,0,140.67,1,0,0,30.33,1,51.33,0,0
2025-06-03T16:15:00+02:00,2513,0,0,0,0,2512.67,1,0,0,1979.33,1,48.5,0,0
2025-06-03T16:30:00+02:00,4594,0,0,0,0,4579,1,0,0,2757.67,1,52.6,0,0
2025-06-03T16:45:00+02:00,2054,0,0,0,0,2036,1,0,0,1737.33,1,57.7,0,0
2025-06-03T17:00:00+02:00,370,0,0,0,0,374.33,1,0,0,17,1,59.7,0,0
2025-06-03T17:15:00+02:00,1271,0,0,0,0,1265.33,1,0,0,17,1,59.7,0,0
2025-06-03T17:30:00+02:00,287,0,0,0,0,298.33,1,0,0,17,1,59.7,0,0
2025-06-03T17:45:00+02:00,1584,0,0,0,0,1596.33,1,0,0,17,1,58.7,0,0
2025-06-03T18:00:00+02:00,1004,0,0,0,0,1041.67,1,0,0,17.33,1,58.7,0,0
2025-06-03T18:15:00+02:00,1403,0,0,0,0,1456,1,0,0,17,1,57.7,0,0
2025-06-03T18:30:00+02:00,2288,0,0,0,0,2289.67,1,0,0,17,1,57.7,0,0
2025-06-03T18:45:00+02:00,334,19,0,0,0,292.67,1,0,0,17.33,1,56.7,0,0
2025-06-03T19:00:00+02:00,59,28,0,0,0,40,1,0,0,17.33,1,56.03,0,0
2025-06-03T19:15:00+02:00,250,0,0,0,0,242.33,1,0,0,17,1,54.7,0,0
2025-06-03T19:30:00+02:00,268,1,0,0,0,253,1,0,0,17.33,1,54.7,0,0
2025-06-03T19:45:00+02:00,182,2,0,0,0,183.33,1,0,0,17,1,53.7,0,0
2025-06-03T20:00:00+02:00,127,3,0,0,0,117.67,1,0,0,17.33,1,53.7,0,0
2025-06-03T20:15:00+02:00,205,0,0,0,0,186,1,0,0,17.33,1,53.7,0,0
2025-06-03T20:30:00+02:00,164,0,0,0,0,166,1,0,0,17,1,52.7,0,0
2025-06-03T20:45:00+02:00,161,0,0,0,0,158,1,0,0,17,1,52.7,0,0
2025-06-03T21:00:00+02:00,282,0,0,0,0,283.67,1,0,0,17,1,52.7,0,0
2025-06-03T21:15:00+02:00,413,0,0,0,0,402,1,0,0,17,1,51.7,0,0
2025-06-03T21:30:00+02:00,336,0,0,0,0,334,1,0,0,17,1,51.7,0,0
2025-06-03T21:45:00+02:00,1670,0,0,0,0,1672,1,0,0,1345.33,1,49.37,0,0
2025-06-03T22:00:00+02:00,2094,0,0,0,0,2089.33,1,0,0,1709.33,1,49.7,0,0
2025-06-03T22:15:00+02:00,2100,0,0,0,0,2098.67,1,0,0,1778,1,53.8,0,0
2025-06-03T22:30:00+02:00,2176,0,0,0,0,2159,1,0,0,1668.67,1,56.8,0,0
2025-06-03T22:45:00+02:00,270,0,0,0,0,268,1,0,0,17.33,1,58.8,0,0
2025-06-03T23:00:00+02:00,195,0,0,0,0,196.67,1,0,0,16,1,58.8,0,0
2025-06-03T23:15:00+02:00,252,0,0,0,0,253.33,1,0,0,16,1,58.47,0,0
2025-06-03T23:30:00+02:00,241,0,0,0,0,223,1,0,0,16,1,57.8,0,0
2025-06-03T23:45:00+02:00,186,0,0,0,0,185,1,0,0,16,1,56.8,0,0
2025-06-04T00:00:00+02:00,301,0,0,0,0,306,1,0,0,16,1,56.13,0,0
2025-06-04T00:15:00+02:00,212,0,0,0,0,209.67,1,0,0,16,1,55.8,0,0
2025-06-04T00:30:00+02:00,193,0,0,0,0,208,1,0,0,18.33,1,54.8,0,0
2025-06-04T00:45:00+02:00,236,0,0,0,0,271,1,0,0,22,1,54.47,0,0
2025-06-04T01:00:00+02:00,258,0,0,0,0,264,1,0,0,22.33,1,53.8,0,0
2025-06-04T01:15:00+02:00,203,0,0,0,0,193.67,1,0,0,22,1,53.8,0,0
2025-06-04T01:30:00+02:00,239,0,0,0,0,238.33,1,0,0,22,1,52.8,0,0
2025-06-04T01:45:00+02:00,321,0,0,0,0,324.33,1,0,0,81,1,52.8,0,0
2025-06-04T02:00:00+02:00,1049,0,0,0,0,1048.67,1,0,0,815.67,1,52.13,0,0
2025-06-04T02:15:00+02:00,465,0,0,0,0,460,1,0,0,307.67,1,51.8,0,0
2025-06-04T02:30:00+02:00,201,0,0,0,0,203,1,0,0,22,1,51.8,0,0
2025-06-04T02:45:00+02:00,1043,0,0,0,0,1053.33,1,0,0,788.67,1,51.8,0,0
2025-06-04T03:00:00+02:00,1951,0,0,0,0,1950.67,1,0,0,1692.67,1,52.17,0,0
2025-06-04T03:15:00+02:00,2036,0,0,0,0,2036,1,0,0,1869,1,56,0,0
2025-06-04T03:30:00+02:00,511,0,0,0,0,494.33,1,0,0,255,1,58.43,0,0
2025-06-04T03:45:00+02:00,219,0,0,0,0,220,1,0,0,22,1,59.1,0,0
2025-06-04T04:00:00+02:00,226,0,0,0,0,224.33,1,0,0,22,1,58.1,0,0
2025-06-04T04:15:00+02:00,203,0,0,0,0,222,1,0,0,22,1,57.77,0,0
2025-06-04T04:30:00+02:00,300,0,0,0,0,299.67,1,0,0,22,1,57.1,0,0
2025-06-04T04:45:00+02:00,186,0,0,0,0,183.67,1,0,0,22,1,56.43,0,0
2025-06-04T05:00:00+02:00,202,0,0,0,0,201.33,1,0,0,23.33,1,56.1,0,0
2025-06-04T05:15:00+02:00,217,0,0,0,0,218.67,1,0,0,23,1,56.1,0,0
2025-06-04T05:30:00+02:00,187,0,0,0,0,182.67,1,0,0,23,1,56.1,0,0
2025-06-04T05:45:00+02:00,206,0,0,0,0,205.67,1,0,0,23,1,56.1,0,0
2025-06-04T06:00:00+02:00,265,0,0,0,0,282.67,1,0,0,23,1,56.1,0,0
2025-06-04T06:15:00+02:00,287,0,0,0,0,294.33,1,0,0,23,1,56.1,0,0
2025-06-04T06:30:00+02:00,273,0,0,0,0,268.33,1,0,0,23,1,56.1,0,0
2025-06-04T06:45:00+02:00,131,8,0,0,0,121.67,1,0,0,23,1,56.1,0,0
2025-06-04T07:00:00+02:00,41,33,0,0,0,24.67,1,0,0,23,1,56.1,0,0
2025-06-04T07:15:00+02:00,131,13,0,0,0,129.67,1,0,0,23,1,56.1,0,0
2025-06-04T07:30:00+02:00,866,13,0,0,0,817.67,1,0,0,23,1,55.1,0,0
2025-06-04T07:45:00+02:00,87,25,0,0,0,55,1,0,0,23.33,1,55.1,0,0
2025-06-04T08:00:00+02:00,344,2,0,0,0,344.67,1,0,0,23.33,1,54.1,0,0
2025-06-04T08:15:00+02:00,669,0,0,0,0,676,1,0,0,23.33,1,54.1,0,0
2025-06-04T08:30:00+02:00,126,10,0,0,0,112.33,1,0,0,23.33,1,53.1,0,0
2025-06-04T08:45:00+02:00,86,12,0,0,0,74.33,1,0,0,23.33,1,53.1,0,0
2025-06-04T09:00:00+02:00,162,7,0,0,0,145,1,0,0,23,1,52.1,0,0
2025-06-04T09:15:00+02:00,162,11,0,0,0,153,1,0,0,23.33,1,52.1,0,0
2025-06-04T09:30:00+02:00,74,28,0,0,0,53.67,1,0,0,21.67,1,52.1,0,0
2025-06-04T09:45:00+02:00,34,58,0,0,0,-8.33,1,0,0,17,1,52.1,0,0
2025-06-04T10:00:00+02:00,1270,10,0,0,0,1274.67,1,0,0,1261.33,1,49.37,0,0
2025-06-04T10:15:00+02:00,2738,0,0,0,0,2736.33,1,0,0,2600.33,1,49.7,0,0
2025-06-04T10:30:00+02:00,2640,0,0,0,0,2618.67,1,0,0,2527,1,55.1,0,0
2025-06-04T10:45:00+02:00,224,27,0,0,0,181.33,1,0,0,74.67,1,58.43,0,0
2025-06-04T11:00:00+02:00,129,12,0,0,0,126.33,1,0,0,17,1,59.1,0,0
2025-06-04T11:15:00+02:00,106,15,0,0,0,99,1,0,0,17,1,59.1,0,0
2025-06-04T11:30:00+02:00,120,12,0,0,0,101,1,0,0,16.67,1,58.1,0,0
2025-06-04T11:45:00+02:00,184,2,0,0,0,170,1,0,0,17,1,58.1,0,0
2025-06-04T12:00:00+02:00,184,2,0,0,0,176.33,1,0,0,18,1,58.1,0,0
2025-06-04T12:15:00+02:00,161,4,0,0,0,161,1,0,0,17,1,57.1,0,0
2025-06-04T12:30:00+02:00,301,5,0,0,0,303,1,0,0,17,1,57.1,0,0
2025-06-04T12:45:00+02:00,276,0,0,0,0,301.67,1,0,0,17,1,57.1,0,0
2025-06-04T13:00:00+02:00,120,14,0,0,0,90.33,1,0,0,17,1,57.1,0,0
2025-06-04T13:15:00+02:00,172,3,0,0,0,156.67,1,0,0,17,1,56.1,0,0
2025-06-04T13:30:00+02:00,96,17,0,0,0,67,1,0,0,17,1,56.1,0,0
2025-06-04T13:45:00+02:00,157,6,0,0,0,148,1,0,0,16.67,1,56.1,0,0
2025-06-04T14:00:00+02:00,86,19,0,0,0,60,1,0,0,17,1,55.1,0,0
2025-06-04T14:15:00+02:00,101,14,0,0,0,90,1,0,0,17,1,55.1,0,0
2025-06-04T14:30:00+02:00,86,20,0,0,0,66.33,1,0,0,17,1,55.1,0,0
2025-06-04T14:45:00+02:00,169,4,0,0,0,172.67,1,0,0,17,1,54.1,0,0
2025-06-04T15:00:00+02:00,54,40,0,0,0,13.67,1,0,0,16.67,1,54.1,0,0
2025-06-04T15:15:00+02:00,72,43,0,0,0,37.33,1,0,0,16.67,1,54.1,0,0
2025-06-04T15:30:00+02:00,74,29,0,0,0,28.67,1,0,0,17,1,54.1,0,0
2025-06-04T15:45:00+02:00,56,30,0,0,0,11.67,1,0,0,17,1,53.1,0,0
2025-06-04T16:00:00+02:00,73,24,0,0,0,46.67,1,0,0,17,1,53.1,0,0
2025-06-04T16:15:00+02:00,92,20,0,0,0,69.33,1,0,0,17,1,53.1,0,0
2025-06-04T16:30:00+02:00,1593,2,0,0,0,1594,1,0,0,17,1,52.1,0,0
2025-06-04T16:45:00+02:00,283,0,0,0,0,291.33,1,0,0,17,1,52.1,0,0
2025-06-04T17:00:00+02:00,745,1,0,0,0,749,1,0,0,17,1,52.1,0,0
2025-06-04T17:15:00+02:00,533,29,0,0,0,503.67,1,0,0,17,1,52.1,0,0
2025-06-04T17:30:00+02:00,1240,0,0,0,0,1249.67,1,0,0,1130.67,1,49.37,0,0
2025-06-04T17:45:00+02:00,2681,0,0,0,0,2667,1,0,0,2613.67,1,50.07,0,0
2025-06-04T18:00:00+02:00,2818,0,0,0,0,2798.33,1,0,0,2655,1,56.07,0,0
2025-06-04T18:15:00+02:00,340,3,0,0,0,336.67,1,0,0,104.33,1,58.17,0,0
2025-06-04T18:30:00+02:00,616,3,0,0,0,616.67,1,0,0,17,1,59.5,0,0
2025-06-04T18:45:00+02:00,945,0,0,0,0,921.67,1,0,0,17.33,1,59.5,0,0
2025-06-04T19:00:00+02:00,572,213,0,0,98,353.67,1,0,0,17.33,1,58.5,208,1
2025-06-04T19:15:00+02:00,576,217,0,0,98,341.67,1,0,0,17.33,1,58.5,229.33,1
2025-06-04T19:30:00+02:00,398,249,0,0,98,164.33,1,0,0,17,1,58.5,247.33,1
2025-06-04T19:45:00+02:00,409,252,0,0,98,153,1,0,0,17,1,57.5,252.33,1
2025-06-04T20:00:00+02:00,469,231,0,0,98,239,1,0,0,17,1,57.5,231,1
2025-06-04T20:15:00+02:00,415,167,0,0,97,246.67,1,0,0,17,1,57.5,167.67,1
2025-06-04T20:30:00+02:00,1630,144,0,0,97,1510.67,1,0,0,17,1,57.5,143.33,1
2025-06-04T20:45:00+02:00,1408,110,0,0,97,1297.67,1,0,0,17,1,56.5,110.33,1
2025-06-04T21:00:00+02:00,457,94,0,0,97,363,1,0,0,17,1,56.5,94,1
2025-06-04T21:15:00+02:00,376,69,0,0,97,306.67,1,0,0,17,1,56.5,68.67,1
2025-06-04T21:30:00+02:00,338,29,0,0,97,306,1,0,0,17.33,1,55.5,29,1
2025-06-04T21:45:00+02:00,364,5,0,0,97,375.33,1,0,0,17,1,55.5,5.33,1
2025-06-04T22:00:00+02:00,452,1,0,0,97,449.33,1,0,0,17,1,55.5,1,1
2025-06-04T22:15:00+02:00,321,1,0,0,97,318.33,1,0,0,17,1,54.5,0.67,1
2025-06-04T22:30:00+02:00,333,0,0,0,97,332.33,1,0,0,17,1,54.5,0,0
2025-06-04T22:45:00+02:00,232,0,0,0,97,248.33,1,0,0,17.33,1,54.5,0,0
2025-06-04T23:00:00+02:00,239,0,0,0,97,236.33,1,0,0,16,1,54.17,0,0
2025-06-04T23:15:00+02:00,207,0,0,0,97,206,1,0,0,16,1,53.5,0,0
2025-06-04T23:30:00+02:00,272,0,0,0,97,273,1,0,0,16,1,52.83,0,0
2025-06-04T23:45:00+02:00,189,0,0,0,97,184.33,1,0,0,16,1,52.5,0,0
2025-06-05T00:00:00+02:00,209,0,0,0,97,214,1,0,0,16,1,51.5,0,0
2025-06-05T00:15:00+02:00,1044,0,0,0,97,1047,1,0,0,825,1,50.17,0,0
2025-06-05T00:30:00+02:00,1825,0,0,0,97,1826.33,1,0,0,1605.67,1,49.83,0,0
2025-06-05T00:45:00+02:00,1953,0,0,0,97,1954,1,0,0,1767,1,53.5,0,0
2025-06-05T01:00:00+02:00,1881,0,0,0,97,1874.67,1,0,0,1642.67,1,57.17,0,0
2025-06-05T01:15:00+02:00,270,0,0,0,97,260.67,1,0,0,31.67,1,58.5,0,0
2025-06-05T01:30:00+02:00,259,0,0,0,97,259.33,1,0,0,22,1,58.5,0,0
2025-06-05T01:45:00+02:00,178,0,0,0,97,177,1,0,0,22,1,57.83,0,0
2025-06-05T02:00:00+02:00,175,0,0,0,97,176,1,0,0,22,1,57.5,0,0
2025-06-05T02:15:00+02:00,263,0,0,0,97,264.67,1,0,0,22,1,56.5,0,0
2025-06-05T02:30:00+02:00,285,0,0,0,97,287.33,1,0,0,22,1,56.5,0,0
2025-06-05T02:45:00+02:00,207,0,0,0,97,203.67,1,0,0,22,1,55.5,0,0
2025-06-05T03:00:00+02:00,180,0,0,0,97,179.33,1,0,0,22,1,55.5,0,0
2025-06-05T03:15:00+02:00,251,0,0,0,97,251,1,0,0,22,1,55.5,0,0
2025-06-05T03:30:00+02:00,218,0,0,0,97,217.67,1,0,0,22,1,55.5,0,0
2025-06-05T03:45:00+02:00,220,0,0,0,97,221.67,1,0,0,22,1,54.17,0,0
2025-06-05T04:00:00+02:00,220,0,0,0,97,237,1,0,0,22,1,53.5,0.67,1
2025-06-05T04:15:00+02:00,230,1,0,0,97,226.33,1,0,0,22,1,53.5,1.33,1
2025-06-05T04:30:00+02:00,781,4,0,0,97,782,1,0,0,537.67,1,53.17,3.33,1
2025-06-05T04:45:00+02:00,784,21,0,0,97,759,1,0,0,603.33,1,52.5,21.67,1
2025-06-05T05:00:00+02:00,377,59,0,0,97,313.33,1,0,0,178.33,1,52.5,59,1
2025-06-05T05:15:00+02:00,347,115,0,0,97,230,1,0,0,23.33,1,52.5,114.67,1
2025-06-05T05:30:00+02:00,342,167,0,0,97,172.67,1,0,0,23.33,1,52.5,167.67,1
2025-06-05T05:45:00+02:00,286,193,0,0,97,105,1,0,0,23,1,52.83,193.33,1
2025-06-05T06:00:00+02:00,304,229,0,0,97,74.33,1,0,0,23.33,1,53.5,228.67,1
2025-06-05T06:15:00+02:00,227,233,0,0,97,-4,1,0,0,23.33,1,53.5,232.67,1
2025-06-05T06:30:00+02:00,379,237,0,0,97,137,1,0,0,23.33,1,53.5,236.33,1
2025-06-05T06:45:00+02:00,448,249,0,0,97,209,1,0,0,23,1,53.5,244,1
2025-06-05T07:00:00+02:00,452,241,0,0,97,206,1,0,0,23.33,1,53.5,246.33,1
2025-06-05T07:15:00+02:00,368,227,0,0,97,141.67,1,0,0,23.33,1,53.5,234.33,1
2025-06-05T07:30:00+02:00,970,226,0,0,97,783.33,1,0,0,23.33,1,52.5,226.67,1
2025-06-05T07:45:00+02:00,397,229,0,0,97,165.67,1,0,0,23.33,1,52.5,224,1
2025-06-05T08:00:00+02:00,630,224,0,0,97,458,1,0,0,23.33,1,52.5,227,1
2025-06-05T08:15:00+02:00,627,226,0,0,97,380,1,0,0,23.33,1,51.5,219.33,1
2025-06-05T08:30:00+02:00,410,223,0,0,97,193.67,1,0,0,23.33,1,51.5,212.33,1
2025-06-05T08:45:00+02:00,502,214,0,0,97,282.33,1,0,0,23.33,1,51.5,215.33,1
2025-06-05T09:00:00+02:00,1660,210,0,0,97,1467,1,0,0,1247.67,1,50.1,196.33,1
2025-06-05T09:15:00+02:00,3183,192,0,0,97,2992,1,0,0,2632.33,1,51.5,198.33,1
2025-06-05T09:30:00+02:00,3033,209,0,0,97,2832.67,1,0,0,2464.67,1,56.7,193.67,1
2025-06-05T09:45:00+02:00,570,196,0,0,97,348.67,1,0,0,82.33,1,58.8,199.33,1
2025-06-05T10:00:00+02:00,393,187,0,0,97,216.33,1,0,0,23,1,58.8,191.67,1
2025-06-05T10:15:00+02:00,484,192,0,0,97,301.33,1,0,0,23,1,58.8,194,1
2025-06-05T10:30:00+02:00,437,203,0,0,97,233.33,1,0,0,23,1,58.8,198.67,1
2025-06-05T10:45:00+02:00,436,201,0,0,97,228.33,1,0,0,23,1,58.8,207.33,1
2025-06-05T11:00:00+02:00,481,204,0,0,97,289,1,0,0,23.33,1,58.8,208.67,1
2025-06-05T11:15:00+02:00,512,194,0,0,97,305.67,1,0,0,18.33,1,57.8,198.33,1
2025-06-05T11:30:00+02:00,396,194,0,0,97,200.33,1,0,0,17,1,57.8,200.67,1
2025-06-05T11:45:00+02:00,395,206,0,0,97,193.33,1,0,0,17,1,57.8,208,1
2025-06-05T12:00:00+02:00,521,205,0,0,97,311.33,1,0,0,17,1,57.8,212.33,1
2025-06-05T12:15:00+02:00,432,207,0,0,97,226.33,1,0,0,17,1,56.8,210.67,1
2025-06-05T12:30:00+02:00,474,202,0,0,97,274.67,1,0,0,17,1,56.8,200,1
2025-06-05T12:45:00+02:00,410,214,0,0,97,193.33,1,0,0,17,1,56.8,210.67,1
2025-06-05T13:00:00+02:00,529,211,0,0,97,313,1,0,0,17,1,55.8,211.67,1
2025-06-05T13:15:00+02:00,408,212,0,0,97,185.67,1,0,0,17,1,55.8,201.67,1
2025-06-05T13:30:00+02:00,1173,218,0,0,96,872,1,0,0,17,1,55.8,226,1
2025-06-05T13:45:00+02:00,478,215,0,0,96,260.33,1,0,0,17,1,54.8,214.33,1
2025-06-05T14:00:00+02:00,636,216,0,0,96,394.67,1,0,0,17,1,54.8,203.33,1
2025-06-05T14:15:00+02:00,219,199,0,0,96,11.67,1,0,0,17,1,54.8,210,1
2025-06-05T14:30:00+02:00,261,222,0,0,96,29,1,0,0,17,1,53.8,219,1
2025-06-05T14:45:00+02:00,244,220,0,0,96,13.33,1,0,0,17,1,53.8,212.33,1
2025-06-05T15:00:00+02:00,227,200,0,0,96,7.67,1,0,0,17,1,52.8,212.67,1
2025-06-05T15:15:00+02:00,275,201,0,0,96,66.67,1,0,0,17,1,52.8,203.33,1
2025-06-05T15:30:00+02:00,384,204,0,0,96,193.33,1,0,0,17,1,52.8,209.33,1
2025-06-05T15:45:00+02:00,1123,201,0,0,96,957.33,1,0,0,17,1,51.8,199.33,1
2025-06-05T16:00:00+02:00,455,203,0,0,96,280,1,0,0,17,1,51.8,199,1
2025-06-05T16:15:00+02:00,211,199,0,0,96,-6,1,0,0,17,1,51.8,200,1
2025-06-05T16:30:00+02:00,1169,214,0,0,96,979,1,0,0,1060.33,1,49.73,213,1
2025-06-05T16:45:00+02:00,2914,208,0,0,96,2724.67,1,0,0,2577.33,1,49.73,208.33,1
2025-06-05T17:00:00+02:00,3258,203,0,0,96,3045,1,0,0,2751.67,1,56,212,1
2025-06-05T17:15:00+02:00,677,201,0,0,96,450,1,0,0,159.33,1,59,205.33,1
2025-06-05T17:30:00+02:00,282,212,0,0,96,52.67,1,0,0,17,1,59,213,1
2025-06-05T17:45:00+02:00,304,209,0,0,96,95,1,0,0,17.33,1,59,209,1
2025-06-05T18:00:00+02:00,375,236,0,0,96,143.67,1,0,0,17,1,59,233.33,1
2025-06-05T18:15:00+02:00,336,218,0,0,96,108.33,1,0,0,17,1,59,209.33,1
2025-06-05T18:30:00+02:00,318,235,0,0,96,82,1,0,0,17,1,58,234,1
2025-06-05T18:45:00+02:00,315,205,0,0,96,113,1,0,0,17,1,58,204.33,1
2025-06-05T19:00:00+02:00,343,218,0,0,96,97.33,1,0,0,17,1,58,229,1
2025-06-05T19:15:00+02:00,510,230,0,0,96,278.67,1,0,0,17,1,58,226.33,1
2025-06-05T19:30:00+02:00,1399,225,0,0,96,1218.33,1,0,0,17.33,1,57,214.67,1
2025-06-05T19:45:00+02:00,3129,216,0,0,96,2862.33,1,0,0,17.33,1,57,214.33,1
2025-06-05T20:00:00+02:00,1205,227,0,0,96,956.67,1,0,0,17,1,56,218.67,1
2025-06-05T20:15:00+02:00,401,224,0,0,96,192,1,0,0,17,1,56,238.67,1
2025-06-05T20:30:00+02:00,492,247,0,0,96,236.33,1,0,0,17,1,55.67,247.33,1
